numEpochs,learningRate,testLoss,testMae
21,0.1,0.010213442146778107,0.06522924453020096
21,0.2,0.01041652075946331,0.07015063613653183
21,0.5,0.010288071818649769,0.06931565701961517
22,0.001,0.009223067201673985,0.06315409392118454
22,0.01,0.009336704388260841,0.06042952835559845
22,0.1,0.010273476131260395,0.06909795105457306
22,0.2,0.010366666130721569,0.06665810197591782
22,0.5,0.010456479154527187,0.06369648873806
23,0.001,0.009145515039563179,0.0632314682006836
23,0.01,0.009263142012059689,0.059458810836076736
23,0.1,0.010596645064651966,0.06602370738983154
23,0.2,0.010517876595258713,0.07099240273237228
23,0.5,0.010240503586828709,0.06602141261100769
24,0.001,0.009313891641795635,0.06371796131134033
24,0.01,0.009180237539112568,0.06021717190742493
24,0.1,0.010734448209404945,0.0686187595129013
24,0.2,0.010324746370315552,0.07067602872848511
24,0.5,0.010363987646996975,0.06803137063980103
25,0.001,0.008991697803139687,0.06221863999962807
25,0.01,0.009178418666124344,0.05985304340720177
25,0.1,0.010237936861813068,0.06481640785932541
25,0.2,0.010550044476985931,0.06429163366556168
25,0.5,0.011173066683113575,0.07635840773582458
26,0.001,0.00924410205334425,0.06384798139333725
26,0.01,0.00943286344408989,0.061456747353076935
26,0.1,0.010472950525581837,0.06451709568500519
26,0.2,0.010845267213881016,0.0640195682644844
26,0.5,0.010239572264254093,0.06767921894788742
27,0.001,0.00908985547721386,0.06367268413305283
27,0.01,0.009191387332975864,0.061203714460134506
27,0.1,0.010564410127699375,0.06471400707960129
27,0.2,0.010792183689773083,0.07304822653532028
27,0.5,0.010311761870980263,0.06521399319171906
28,0.001,0.009590519592165947,0.0637568011879921
28,0.01,0.009197095409035683,0.06173918396234512
28,0.1,0.010321260429918766,0.06587473303079605
28,0.2,0.010321743786334991,0.06640692800283432
28,0.5,0.010333612561225891,0.06859138607978821
29,0.001,0.00901153963059187,0.061581920832395554
29,0.01,0.009063986130058765,0.06106996163725853
29,0.1,0.011544366367161274,0.06516916304826736
29,0.2,0.010287472978234291,0.06850594282150269
29,0.5,0.010208564810454845,0.06773378700017929
30,0.001,0.008993387222290039,0.061903975903987885
30,0.01,0.00927983969449997,0.06314309686422348
30,0.1,0.010419961996376514,0.06473591923713684
30,0.2,0.010442942380905151,0.0703415721654892
30,0.5,0.010558156296610832,0.06670776754617691
31,0.001,0.008950328454375267,0.06201808527112007
31,0.01,0.009221522137522697,0.05956154316663742
31,0.1,0.010549120604991913,0.06821762770414352
31,0.2,0.010493244975805283,0.07022817432880402
31,0.5,0.011061908677220345,0.07090474665164948
32,0.001,0.009176143445074558,0.06308574974536896
32,0.01,0.009247864596545696,0.06390179693698883
32,0.1,0.010980069637298584,0.06384830176830292
32,0.2,0.01050031092017889,0.07139596343040466
32,0.5,0.01074429601430893,0.06720823049545288
33,0.001,0.008966417983174324,0.061352819204330444
33,0.01,0.009247245267033577,0.06298990547657013
33,0.1,0.011036159470677376,0.07338924705982208
33,0.2,0.010504803620278835,0.07078064978122711
33,0.5,0.011360888369381428,0.0650317370891571
34,0.001,0.009205338545143604,0.061469223350286484
34,0.01,0.00923212431371212,0.0632534846663475
34,0.1,0.01045285165309906,0.06704013049602509
34,0.2,0.010937877930700779,0.0674336701631546
34,0.5,0.010378800332546234,0.07020072638988495
35,0.001,0.009068714454770088,0.06223918870091438
35,0.01,0.0092697162181139,0.05989760532975197
35,0.1,0.010406812652945518,0.06424222141504288
35,0.2,0.010245763696730137,0.0648551806807518
35,0.5,0.010362230241298676,0.0684349313378334
36,0.001,0.00932752899825573,0.06199774891138077
36,0.01,0.009288749657571316,0.06163683533668518
36,0.1,0.010460281744599342,0.06390955299139023
36,0.2,0.01084004994481802,0.07481677085161209
36,0.5,0.010412028059363365,0.06905440241098404
37,0.001,0.009349350817501545,0.06254088878631592
37,0.01,0.009242252446711063,0.060438357293605804
37,0.1,0.01023767702281475,0.06868424266576767
37,0.2,0.010980929248034954,0.06642486155033112
37,0.5,0.01099114678800106,0.0759185254573822
38,0.001,0.009243117645382881,0.06283397972583771
38,0.01,0.009278940968215466,0.05941414460539818
38,0.1,0.01055134367197752,0.06680261343717575
38,0.2,0.011125639081001282,0.07835092395544052
38,0.5,0.010304623283445835,0.06472957134246826
39,0.001,0.009289306588470936,0.06204724684357643
39,0.01,0.009291264228522778,0.06258980929851532
39,0.1,0.011461127549409866,0.06549018621444702
39,0.2,0.011249284259974957,0.07076223194599152
39,0.5,0.010408260859549046,0.06397484987974167
40,0.001,0.008996368385851383,0.06171076372265816
40,0.01,0.009361599572002888,0.05975840240716934
40,0.1,0.01123616099357605,0.08055619150400162
40,0.2,0.012146358378231525,0.07395150512456894
40,0.5,0.010580834001302719,0.06834714859724045
41,0.001,0.009060575626790524,0.062266383320093155
41,0.01,0.00923177320510149,0.061216361820697784
41,0.1,0.010724675841629505,0.06822171807289124
41,0.2,0.010799979791045189,0.06770503520965576
41,0.5,0.010201357305049896,0.06556680798530579
42,0.001,0.009338678792119026,0.06193852052092552
42,0.01,0.009105311706662178,0.061519015580415726
42,0.1,0.010742513462901115,0.06822178512811661
42,0.2,0.01035537850111723,0.06743623316287994
42,0.5,0.010255378670990467,0.06842276453971863
43,0.001,0.009217868559062481,0.06175094097852707
43,0.01,0.009189453907310963,0.05982021242380142
43,0.1,0.01034116093069315,0.06845768541097641
43,0.2,0.01097448542714119,0.07460000365972519
43,0.5,0.010494719259440899,0.06704194098711014
44,0.001,0.008984682150185108,0.06191283091902733
44,0.01,0.009159037843346596,0.06061979755759239
44,0.1,0.010775520466268063,0.07221321761608124
44,0.2,0.010385564528405666,0.06417959928512573
44,0.5,0.010222814977169037,0.06747878342866898
45,0.001,0.00915392767637968,0.062091950327157974
45,0.01,0.009318908676505089,0.06285764276981354
45,0.1,0.0102295633405447,0.0653250440955162
45,0.2,0.01086168922483921,0.06720872968435287
45,0.5,0.01060551404953003,0.06487643718719482
46,0.001,0.009109931997954845,0.062166690826416016
46,0.01,0.009254234842956066,0.061376769095659256
46,0.1,0.010365401394665241,0.06510158628225327
46,0.2,0.010344583541154861,0.07055231928825378
46,0.5,0.011458051390945911,0.06492803990840912
47,0.001,0.009114734828472137,0.061242781579494476
47,0.01,0.009211226366460323,0.06015900894999504
47,0.1,0.010372545570135117,0.06908688694238663
47,0.2,0.01042438205331564,0.06877034157514572
47,0.5,0.010347239673137665,0.06415394693613052
48,0.001,0.009288745932281017,0.061832305043935776
48,0.01,0.009069787338376045,0.060517892241477966
48,0.1,0.011025786399841309,0.06692097336053848
48,0.2,0.010389513336122036,0.06924701482057571
48,0.5,0.01130633894354105,0.07318313419818878
49,0.001,0.009205161593854427,0.06160540506243706
49,0.01,0.00912899523973465,0.06217273324728012
49,0.1,0.01044114027172327,0.0648036077618599
49,0.2,0.011564100161194801,0.06729204207658768
49,0.5,0.010642126202583313,0.06394436210393906
